Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,1/3,A-xAG,Ast,Att,Att.1,Att.2,Att.3,Cmp,Cmp%,Cmp%.1,Cmp%.2,Cmp%.3,Cmp.1,Cmp.2,Cmp.3,CrsPA,KP,PPA,PrgDist,PrgP,TotDist,xA,xAG,Att 3rd,Att Pen,CPA,Carries,Def 3rd,Def Pen,Dis,Live,Mid 3rd,Mis,PrgC,PrgR,Rec,Succ,Succ%,Tkld,Tkld%,Touches,Blocks,Clr,Err,Int,Lost,Pass,Tkl,Tkl%,Tkl+Int,Tkl.1,TklW,Club
Kalvin Phillips,eng ENG,MF,27.0,3.4,0,3,2,66.7,0.87,0.58,0.0,0.0,25.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,24.0,0.0,0,179.0,74.0,77.0,20.0,141.0,78.8,83.8,83.1,60.0,62.0,64.0,12.0,0.0,0.0,0.0,567.0,19.0,2507.0,0.0,0.0,21.0,1.0,0.0,110.0,43.0,7.0,3.0,215.0,153.0,4.0,3.0,4.0,136.0,1.0,20.0,4.0,80.0,215.0,4.0,2.0,1.0,4,4.0,3.0,11.0,55.6,15.0,5.0,6,West Ham
Konstantinos Mavropanos,gr GRE,DF,25.0,16.7,1,12,2,16.7,0.72,0.12,0.08,0.5,9.3,0.0,0,0,1.2,1.2,0.1,-0.2,-0.2,Matches,29.0,-0.2,0,635.0,179.0,303.0,131.0,482.0,75.9,86.6,87.8,40.5,155.0,266.0,53.0,0.0,3.0,1.0,3911.0,38.0,9625.0,0.1,0.2,34.0,19.0,1.0,393.0,421.0,117.0,0.0,821.0,372.0,7.0,10.0,2.0,419.0,2.0,33.3,2.0,33.3,821.0,21.0,79.0,3.0,23,4.0,8.0,28.0,81.0,51.0,17.0,16,West Ham
Kurt Zouma,fr FRA,DF,28.0,31.5,3,16,7,43.8,0.51,0.22,0.19,0.43,9.1,0.0,0,0,1.8,1.8,0.12,1.2,1.2,Matches,57.0,-0.2,0,1148.0,365.0,558.0,198.0,962.0,83.8,91.8,91.2,56.1,335.0,509.0,111.0,0.0,4.0,1.0,6791.0,53.0,18843.0,0.1,0.2,34.0,28.0,1.0,794.0,798.0,275.0,3.0,1455.0,626.0,13.0,7.0,1.0,873.0,2.0,66.7,1.0,33.3,1455.0,38.0,160.0,0.0,29,6.0,10.0,23.0,62.5,52.0,10.0,17,West Ham
Lucas Paquetá,br BRA,"FW,MF",25.0,29.1,4,40,8,20.0,1.37,0.27,0.05,0.25,17.8,1.0,2,2,5.4,3.8,0.1,-1.4,-1.8,Matches,143.0,0.6,6,1465.0,714.0,435.0,173.0,1082.0,73.9,83.8,76.8,54.9,598.0,334.0,95.0,8.0,43.0,50.0,5842.0,187.0,16561.0,5.1,5.4,533.0,63.0,12.0,1103.0,319.0,42.0,81.0,1843.0,1018.0,72.0,34.0,116.0,1350.0,41.0,53.2,29.0,37.7,1845.0,28.0,28.0,2.0,21,27.0,27.0,71.0,48.1,92.0,25.0,48,West Ham
Maxwel Cornet,ci CIV,"MF,FW",26.0,1.2,1,4,1,25.0,3.21,0.8,0.25,1.0,12.5,0.0,0,0,0.4,0.4,0.1,0.6,0.6,Matches,0.0,-0.2,0,49.0,34.0,8.0,1.0,36.0,73.5,79.4,75.0,0.0,27.0,6.0,0.0,0.0,4.0,0.0,70.0,2.0,407.0,0.0,0.2,35.0,8.0,2.0,34.0,12.0,1.0,3.0,68.0,22.0,1.0,3.0,8.0,41.0,0.0,0.0,1.0,50.0,68.0,2.0,1.0,0.0,2,4.0,2.0,3.0,20.0,5.0,1.0,2,West Ham
Michail Antonio,jm JAM,FW,33.0,18.8,6,30,14,46.7,1.59,0.74,0.2,0.43,13.1,0.0,0,0,5.8,5.8,0.19,0.2,0.2,Matches,13.0,1.1,2,308.0,154.0,90.0,26.0,180.0,58.4,72.1,53.3,50.0,111.0,48.0,13.0,2.0,8.0,7.0,626.0,22.0,2635.0,1.3,0.9,259.0,59.0,19.0,345.0,49.0,7.0,39.0,527.0,226.0,69.0,48.0,104.0,398.0,29.0,46.8,26.0,41.9,527.0,16.0,4.0,0.0,4,8.0,13.0,15.0,27.3,19.0,3.0,8,West Ham
Mohammed Kudus,gh GHA,"FW,MF",22.0,27.6,8,67,17,25.4,2.43,0.62,0.12,0.47,18.6,0.0,0,0,5.1,5.1,0.08,2.9,2.9,Matches,32.0,2.5,6,875.0,405.0,281.0,108.0,677.0,77.4,88.1,82.2,64.8,357.0,231.0,70.0,16.0,28.0,29.0,1764.0,80.0,11263.0,3.7,3.5,590.0,102.0,40.0,904.0,193.0,20.0,93.0,1311.0,582.0,80.0,117.0,216.0,936.0,124.0,56.1,77.0,34.8,1311.0,25.0,9.0,1.0,11,20.0,25.0,65.0,50.0,76.0,20.0,47,West Ham
Nayef Aguerd,ma MAR,DF,27.0,20.6,1,14,3,21.4,0.68,0.15,0.07,0.33,10.8,0.0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches,74.0,-0.3,0,1177.0,360.0,493.0,297.0,943.0,80.1,93.1,91.7,48.1,335.0,452.0,143.0,0.0,4.0,2.0,8804.0,68.0,19870.0,0.4,0.3,50.0,21.0,0.0,861.0,709.0,187.0,2.0,1373.0,618.0,10.0,10.0,3.0,912.0,3.0,60.0,2.0,40.0,1373.0,33.0,85.0,2.0,17,6.0,9.0,26.0,72.7,43.0,16.0,14,West Ham
Pablo Fornals,es ESP,"MF,FW",27.0,4.7,0,7,3,42.9,1.48,0.63,0.0,0.0,20.1,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,19.0,-0.3,0,210.0,96.0,75.0,20.0,162.0,77.1,86.5,80.0,60.0,83.0,60.0,12.0,1.0,5.0,6.0,713.0,29.0,2602.0,0.3,0.3,98.0,20.0,2.0,156.0,53.0,7.0,8.0,277.0,128.0,8.0,4.0,27.0,176.0,6.0,50.0,5.0,41.7,277.0,8.0,7.0,0.0,6,11.0,7.0,10.0,31.3,16.0,5.0,6,West Ham
Saïd Benrahma,dz ALG,"FW,MF",27.0,6.9,0,18,5,27.8,2.61,0.73,0.0,0.0,19.8,0.0,0,1,1.8,1.0,0.06,-1.8,-1.0,Matches,11.0,-0.4,1,257.0,138.0,76.0,15.0,193.0,75.1,84.1,73.7,53.3,116.0,56.0,8.0,2.0,11.0,11.0,504.0,28.0,2587.0,0.8,1.4,168.0,35.0,15.0,238.0,65.0,11.0,8.0,354.0,128.0,14.0,28.0,70.0,245.0,14.0,36.8,21.0,55.3,355.0,8.0,7.0,0.0,5,11.0,8.0,8.0,26.7,13.0,4.0,4,West Ham
Thilo Kehrer,de GER,"DF,MF",26.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,9.0,7.0,1.0,0.0,9.0,100.0,100.0,100.0,,7.0,1.0,0.0,0.0,0.0,0.0,36.0,1.0,86.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,12.0,8.0,0.0,0.0,1.0,6.0,0.0,,0.0,,12.0,2.0,0.0,0.0,0,0.0,0.0,1.0,,1.0,0.0,1,West Ham
Tomáš Souček,cz CZE,MF,28.0,31.9,7,43,15,34.9,1.35,0.47,0.16,0.47,11.0,0.0,0,0,6.7,6.7,0.16,0.3,0.3,Matches,80.0,0.3,2,962.0,450.0,346.0,86.0,722.0,75.1,80.9,78.6,62.8,364.0,272.0,54.0,2.0,20.0,8.0,3594.0,86.0,11368.0,1.2,1.7,234.0,72.0,2.0,533.0,456.0,186.0,12.0,1340.0,653.0,20.0,7.0,39.0,677.0,4.0,36.4,7.0,63.6,1340.0,55.0,109.0,0.0,37,26.0,27.0,53.0,44.7,90.0,21.0,35,West Ham
Vladimír Coufal,cz CZE,DF,30.0,34.8,0,8,2,25.0,0.23,0.06,0.0,0.0,22.6,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,98.0,3.0,7,1665.0,669.0,627.0,254.0,1154.0,69.3,89.1,71.5,33.1,596.0,448.0,84.0,21.0,33.0,38.0,9229.0,119.0,18778.0,3.0,4.0,501.0,26.0,4.0,885.0,728.0,163.0,13.0,2025.0,814.0,28.0,68.0,126.0,1010.0,12.0,31.6,19.0,50.0,2025.0,49.0,97.0,0.0,43,37.0,34.0,64.0,50.7,107.0,38.0,41,West Ham
Antonio Rüdiger,de GER,DF,30.0,30.1,1,19,2,10.5,0.63,0.07,0.05,0.5,16.0,0.0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches,90.0,-1.2,0,1815.0,654.0,908.0,219.0,1630.0,89.8,95.6,94.7,59.4,625.0,860.0,130.0,2.0,5.0,11.0,11111.0,88.0,30058.0,1.0,1.2,65.0,25.0,1.0,1337.0,1000.0,275.0,2.0,2022.0,964.0,4.0,17.0,1.0,1525.0,1.0,33.3,2.0,66.7,2022.0,27.0,89.0,0.0,11,4.0,7.0,26.0,80.0,37.0,16.0,15,Real Madrid
Arda Güler,tr TUR,"FW,MF",18.0,4.2,6,15,6,40.0,3.58,1.43,0.4,1.0,21.9,1.0,0,0,1.4,1.4,0.1,4.6,4.6,Matches,8.0,-0.1,0,218.0,121.0,61.0,21.0,183.0,83.9,95.0,82.0,47.6,115.0,50.0,10.0,0.0,2.0,6.0,611.0,17.0,2640.0,0.5,0.1,125.0,19.0,6.0,172.0,39.0,7.0,5.0,273.0,114.0,7.0,16.0,25.0,205.0,11.0,50.0,9.0,40.9,273.0,0.0,5.0,0.0,2,3.0,0.0,6.0,62.5,8.0,5.0,4,Real Madrid
Aurélien Tchouaméni,fr FRA,"MF,DF",23.0,22.1,3,27,7,25.9,1.22,0.32,0.11,0.43,22.2,0.0,0,0,1.3,1.3,0.05,1.7,1.7,Matches,154.0,0.1,1,1520.0,729.0,639.0,113.0,1377.0,90.6,94.4,92.6,72.6,688.0,592.0,82.0,4.0,11.0,13.0,7487.0,111.0,22672.0,1.4,0.9,211.0,20.0,1.0,1152.0,539.0,132.0,12.0,1722.0,985.0,13.0,28.0,15.0,1296.0,6.0,46.2,3.0,23.1,1722.0,21.0,52.0,1.0,28,9.0,8.0,38.0,50.0,66.0,9.0,23,Real Madrid
Brahim Díaz,ma MAR,"FW,MF",23.0,17.2,8,38,17,44.7,2.21,0.99,0.21,0.47,16.0,0.0,0,0,5.7,5.7,0.15,2.3,2.3,Matches,42.0,1.6,6,740.0,463.0,170.0,40.0,624.0,84.3,92.9,77.6,57.5,430.0,132.0,23.0,7.0,30.0,34.0,1835.0,75.0,7892.0,4.7,4.4,540.0,93.0,32.0,694.0,51.0,8.0,42.0,971.0,400.0,48.0,76.0,166.0,801.0,55.0,50.5,49.0,45.0,971.0,16.0,2.0,0.0,5,7.0,15.0,29.0,46.2,34.0,6.0,19,Real Madrid
Dani Carvajal,es ESP,DF,31.0,24.1,4,18,10,55.6,0.75,0.41,0.22,0.4,14.3,0.0,0,0,1.7,1.7,0.1,2.3,2.3,Matches,52.0,0.3,3,1475.0,744.0,552.0,111.0,1265.0,85.8,91.3,88.0,68.5,679.0,486.0,76.0,5.0,21.0,26.0,4535.0,82.0,19955.0,3.1,2.7,527.0,59.0,9.0,939.0,465.0,101.0,18.0,1697.0,726.0,22.0,30.0,168.0,1126.0,9.0,40.9,11.0,50.0,1697.0,28.0,54.0,4.0,22,19.0,19.0,47.0,54.8,69.0,23.0,32,Real Madrid
Dani Ceballos,es ESP,"MF,FW",26.0,6.6,0,7,1,14.3,1.05,0.15,0.0,0.0,18.4,1.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,48.0,0.5,2,542.0,317.0,153.0,45.0,486.0,89.7,95.0,88.9,75.6,301.0,136.0,34.0,0.0,11.0,6.0,1731.0,47.0,7205.0,1.0,1.5,201.0,15.0,1.0,425.0,99.0,9.0,13.0,609.0,315.0,9.0,16.0,23.0,497.0,5.0,33.3,8.0,53.3,609.0,9.0,4.0,1.0,0,9.0,7.0,10.0,35.7,10.0,5.0,5,Real Madrid
David Alaba,at AUT,DF,31.0,12.8,0,14,3,21.4,1.09,0.23,0.0,0.0,19.8,6.0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches,56.0,0.3,1,904.0,464.0,330.0,84.0,810.0,89.6,96.3,90.0,58.3,447.0,297.0,49.0,0.0,10.0,5.0,4997.0,51.0,12977.0,0.8,0.7,80.0,11.0,0.0,699.0,474.0,127.0,1.0,1004.0,457.0,5.0,9.0,13.0,730.0,0.0,,0.0,,1004.0,10.0,34.0,0.0,15,4.0,3.0,13.0,50.0,28.0,4.0,9,Real Madrid
Eduardo Camavinga,fr FRA,"MF,DF",20.0,20.2,0,17,7,41.2,0.84,0.35,0.0,0.0,22.7,0.0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches,100.0,0.6,2,1328.0,629.0,540.0,102.0,1205.0,90.7,94.3,93.5,73.5,593.0,505.0,75.0,3.0,20.0,14.0,4856.0,106.0,19473.0,1.8,1.4,344.0,20.0,5.0,1011.0,399.0,55.0,24.0,1605.0,885.0,26.0,49.0,31.0,1196.0,36.0,52.2,18.0,26.1,1605.0,36.0,29.0,1.0,29,16.0,28.0,76.0,59.0,105.0,23.0,47,Real Madrid
Federico Valverde,uy URU,MF,25.0,32.3,2,56,18,32.1,1.74,0.56,0.04,0.11,23.0,1.0,0,0,3.5,3.5,0.06,-1.5,-1.5,Matches,229.0,1.2,7,2117.0,1169.0,675.0,185.0,1901.0,89.8,94.9,90.7,68.1,1109.0,612.0,126.0,4.0,49.0,41.0,7780.0,231.0,29049.0,3.4,5.8,708.0,69.0,15.0,1610.0,384.0,77.0,12.0,2448.0,1382.0,28.0,104.0,102.0,1925.0,22.0,50.0,21.0,47.7,2448.0,39.0,40.0,0.0,43,18.0,37.0,47.0,57.1,90.0,24.0,34,Real Madrid
Ferland Mendy,fr FRA,DF,28.0,19.1,0,5,1,20.0,0.26,0.05,0.0,0.0,19.8,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,63.0,-0.9,0,1275.0,781.0,383.0,50.0,1201.0,94.2,97.2,93.0,82.0,759.0,356.0,41.0,1.0,11.0,10.0,4875.0,84.0,16396.0,0.7,0.9,345.0,17.0,3.0,858.0,387.0,44.0,14.0,1409.0,687.0,20.0,19.0,96.0,1026.0,13.0,46.4,13.0,46.4,1409.0,12.0,26.0,1.0,13,3.0,10.0,15.0,78.6,28.0,11.0,10,Real Madrid
Fran Garcia,es ESP,DF,23.0,15.5,1,9,1,11.1,0.58,0.06,0.11,1.0,20.9,0.0,0,0,0.5,0.5,0.06,0.5,0.5,Matches,38.0,2.6,5,997.0,554.0,327.0,68.0,841.0,84.4,93.5,85.6,41.2,518.0,280.0,28.0,6.0,16.0,14.0,3312.0,60.0,12143.0,1.8,2.4,385.0,23.0,4.0,686.0,309.0,39.0,8.0,1148.0,464.0,22.0,53.0,139.0,747.0,8.0,44.4,9.0,50.0,1148.0,16.0,28.0,1.0,19,18.0,13.0,25.0,41.9,44.0,13.0,17,Real Madrid
Gonzalo García,es ESP,"FW,MF",19.0,0.2,0,1,1,100.0,4.74,4.74,0.0,0.0,19.1,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,0.0,0.0,0,7.0,6.0,0.0,0.0,4.0,57.1,66.7,,,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,35.0,0.0,0.0,5.0,1.0,1.0,8.0,2.0,0.0,0.0,11.0,4.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,100.0,11.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,Real Madrid
Joselu,es ESP,FW,33.0,18.7,10,61,28,45.9,3.25,1.49,0.16,0.36,12.8,0.0,0,2,11.6,10.0,0.16,-1.6,0.0,Matches,16.0,0.3,2,360.0,224.0,82.0,11.0,260.0,72.2,76.3,72.0,72.7,171.0,59.0,8.0,0.0,12.0,3.0,498.0,20.0,3248.0,2.0,1.7,238.0,99.0,12.0,292.0,43.0,13.0,9.0,512.0,236.0,29.0,15.0,98.0,398.0,6.0,42.9,7.0,50.0,514.0,11.0,11.0,0.0,6,7.0,10.0,6.0,0.0,12.0,0.0,3,Real Madrid
Jude Bellingham,eng ENG,MF,20.0,25.7,19,62,34,54.8,2.41,1.32,0.29,0.53,14.8,0.0,1,1,11.1,10.3,0.17,7.9,7.7,Matches,137.0,0.7,6,1543.0,930.0,428.0,90.0,1363.0,88.3,92.0,90.4,84.4,856.0,387.0,76.0,3.0,48.0,45.0,4025.0,196.0,19609.0,4.3,5.3,746.0,135.0,26.0,1235.0,202.0,21.0,40.0,1896.0,978.0,53.0,85.0,177.0,1554.0,50.0,51.5,35.0,36.1,1897.0,55.0,17.0,0.0,21,24.0,50.0,42.0,33.3,63.0,12.0,34,Real Madrid
Lucas Vázquez,es ESP,DF,32.0,15.8,3,12,7,58.3,0.76,0.44,0.25,0.43,13.4,0.0,0,0,1.2,1.1,0.09,1.8,1.9,Matches,27.0,2.2,6,1085.0,605.0,353.0,73.0,930.0,85.7,92.4,88.1,42.5,559.0,311.0,31.0,8.0,30.0,30.0,3330.0,58.0,13262.0,3.6,3.8,466.0,68.0,12.0,708.0,327.0,52.0,15.0,1286.0,498.0,18.0,28.0,160.0,911.0,24.0,51.1,19.0,40.4,1286.0,27.0,36.0,0.0,12,7.0,22.0,37.0,72.0,49.0,18.0,25,Real Madrid
Luka Modrić,hr CRO,MF,37.0,18.8,2,25,10,40.0,1.33,0.53,0.08,0.2,21.9,1.0,0,0,1.3,1.3,0.05,0.7,0.7,Matches,162.0,0.5,6,1669.0,835.0,513.0,226.0,1452.0,87.0,94.6,89.5,66.4,790.0,459.0,150.0,4.0,55.0,42.0,7217.0,196.0,23577.0,4.8,5.5,593.0,49.0,13.0,1202.0,256.0,22.0,19.0,1812.0,977.0,12.0,53.0,85.0,1427.0,21.0,46.7,17.0,37.8,1812.0,13.0,9.0,0.0,21,16.0,9.0,22.0,36.0,43.0,9.0,15,Real Madrid
Mario Martín,es ESP,MF,19.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,1.0,0.0,0,15.0,5.0,9.0,0.0,12.0,80.0,100.0,66.7,,5.0,6.0,0.0,0.0,0.0,0.0,42.0,0.0,175.0,0.0,0.0,4.0,0.0,0.0,12.0,9.0,2.0,0.0,25.0,13.0,2.0,0.0,1.0,15.0,0.0,,0.0,,25.0,2.0,0.0,0.0,0,1.0,1.0,5.0,75.0,5.0,3.0,1,Real Madrid
Nacho,es ESP,DF,33.0,19.4,0,5,1,20.0,0.26,0.05,0.0,0.0,11.7,0.0,0,0,0.5,0.5,0.1,-0.5,-0.5,Matches,47.0,-0.2,1,1281.0,598.0,561.0,98.0,1183.0,92.3,96.0,94.8,66.3,574.0,532.0,65.0,1.0,5.0,3.0,7898.0,55.0,19465.0,0.9,1.2,67.0,18.0,1.0,821.0,724.0,202.0,0.0,1418.0,632.0,7.0,13.0,9.0,1028.0,2.0,33.3,3.0,50.0,1418.0,23.0,56.0,0.0,18,7.0,10.0,18.0,46.2,36.0,6.0,10,Real Madrid
Nicolás Paz,ar ARG,"MF,FW",18.0,0.3,0,2,0,0.0,7.83,0.0,0.0,,26.2,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,3.0,0.0,0,24.0,12.0,7.0,2.0,18.0,75.0,75.0,85.7,50.0,9.0,6.0,1.0,0.0,0.0,1.0,92.0,6.0,234.0,0.0,0.0,13.0,0.0,0.0,21.0,2.0,0.0,0.0,32.0,17.0,0.0,3.0,2.0,21.0,0.0,0.0,2.0,100.0,32.0,2.0,0.0,0.0,1,0.0,2.0,0.0,,1.0,0.0,0,Real Madrid
Rodrygo,br BRA,FW,22.0,26.4,10,86,35,40.7,3.25,1.32,0.12,0.29,15.2,4.0,0,1,11.7,10.9,0.13,-1.7,-0.9,Matches,42.0,1.0,5,1007.0,683.0,202.0,33.0,883.0,87.7,93.6,82.2,57.6,639.0,166.0,19.0,4.0,46.0,44.0,1882.0,90.0,10417.0,4.2,4.0,905.0,206.0,84.0,1002.0,50.0,3.0,30.0,1351.0,414.0,72.0,159.0,301.0,1145.0,60.0,40.8,68.0,46.3,1352.0,14.0,6.0,0.0,8,14.0,14.0,16.0,26.3,24.0,5.0,15,Real Madrid
Toni Kroos,de GER,MF,33.0,23.6,1,35,13,37.1,1.48,0.55,0.03,0.08,25.2,10.0,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches,327.0,3.1,8,2505.0,1121.0,881.0,438.0,2291.0,91.5,97.0,94.0,76.0,1087.0,828.0,333.0,5.0,62.0,23.0,15443.0,290.0,42164.0,5.9,4.9,492.0,13.0,1.0,1758.0,546.0,58.0,6.0,2656.0,1641.0,8.0,32.0,29.0,2128.0,5.0,62.5,3.0,37.5,2656.0,22.0,11.0,1.0,17,35.0,18.0,53.0,40.7,70.0,24.0,34,Real Madrid
Vinicius Júnior,br BRA,FW,23.0,20.7,15,77,38,49.4,3.72,1.83,0.18,0.37,14.6,0.0,1,1,13.1,12.3,0.16,1.9,1.7,Matches,37.0,0.8,5,690.0,370.0,171.0,76.0,499.0,72.3,84.3,67.3,56.6,312.0,115.0,43.0,2.0,30.0,20.0,1443.0,57.0,7273.0,4.4,4.2,733.0,193.0,88.0,797.0,51.0,2.0,40.0,1057.0,290.0,71.0,137.0,277.0,888.0,65.0,36.9,95.0,54.0,1058.0,13.0,3.0,2.0,1,9.0,13.0,18.0,25.0,19.0,3.0,13,Real Madrid
Álvaro Muñoz,uy URU,FW,19.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,Real Madrid
Éder Militão,br BRA,DF,25.0,5.5,0,2,2,100.0,0.36,0.36,0.0,0.0,22.4,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,13.0,0.0,0,329.0,114.0,165.0,40.0,297.0,90.3,96.5,94.5,70.0,110.0,156.0,28.0,0.0,0.0,0.0,1956.0,15.0,5567.0,0.0,0.0,20.0,3.0,0.0,244.0,204.0,61.0,1.0,376.0,155.0,3.0,7.0,2.0,274.0,0.0,0.0,0.0,0.0,376.0,4.0,19.0,1.0,4,3.0,1.0,7.0,66.7,11.0,6.0,3,Real Madrid
Abdessamad Ezzalzouli,ma MAR,"FW,MF",21.0,0.8,0,4,1,25.0,5.29,1.32,0.0,0.0,19.1,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,0.0,-0.1,0,37.0,23.0,8.0,4.0,23.0,62.2,78.3,50.0,25.0,18.0,4.0,1.0,1.0,2.0,2.0,83.0,1.0,289.0,0.0,0.1,39.0,7.0,4.0,41.0,2.0,0.0,2.0,54.0,13.0,4.0,7.0,12.0,43.0,2.0,50.0,2.0,50.0,54.0,1.0,0.0,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,1,Barcelona
Alejandro Balde,es ESP,DF,19.0,15.3,0,5,1,20.0,0.33,0.07,0.0,0.0,21.2,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,26.0,-0.2,1,817.0,473.0,264.0,42.0,694.0,84.9,90.9,86.7,52.4,430.0,229.0,22.0,7.0,13.0,20.0,2231.0,41.0,9879.0,1.5,1.2,384.0,40.0,20.0,567.0,215.0,35.0,16.0,979.0,394.0,32.0,73.0,141.0,664.0,20.0,37.7,20.0,37.7,979.0,14.0,21.0,1.0,5,4.0,13.0,20.0,63.6,25.0,7.0,11,Barcelona
Andreas Christensen,dk DEN,"DF,MF",27.0,22.0,2,12,4,33.3,0.55,0.18,0.17,0.5,13.0,0.0,0,0,1.0,1.0,0.09,1.0,1.0,Matches,116.0,0.9,2,1569.0,699.0,724.0,108.0,1480.0,94.3,95.7,96.7,80.6,669.0,700.0,87.0,0.0,7.0,1.0,8496.0,117.0,25124.0,0.8,1.1,104.0,18.0,1.0,1101.0,549.0,111.0,9.0,1723.0,1077.0,6.0,24.0,6.0,1324.0,3.0,50.0,3.0,50.0,1723.0,23.0,41.0,0.0,21,12.0,13.0,23.0,57.1,44.0,16.0,14,Barcelona
Ansu Fati,es ESP,"MF,FW",20.0,0.6,0,7,1,14.3,12.6,1.8,0.0,0.0,18.6,0.0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches,2.0,0.0,0,28.0,15.0,9.0,1.0,24.0,85.7,100.0,77.8,100.0,15.0,7.0,1.0,0.0,0.0,1.0,87.0,4.0,322.0,0.1,0.0,25.0,5.0,2.0,32.0,1.0,0.0,1.0,42.0,16.0,1.0,6.0,5.0,35.0,1.0,33.3,1.0,33.3,42.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,Barcelona
Eric García,es ESP,DF,22.0,0.6,0,1,0,0.0,1.58,0.0,0.0,,11.0,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Matches,4.0,0.0,0,48.0,23.0,21.0,4.0,46.0,95.8,95.7,100.0,75.0,22.0,21.0,3.0,0.0,0.0,0.0,308.0,5.0,802.0,0.0,0.0,2.0,1.0,0.0,34.0,18.0,2.0,0.0,53.0,33.0,0.0,0.0,0.0,37.0,0.0,,0.0,,53.0,1.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,Barcelona
Fermin López,es ESP,"MF,FW",20.0,16.1,8,51,24,47.1,3.17,1.49,0.16,0.33,15.9,0.0,0,0,7.5,7.5,0.15,0.5,0.5,Matches,53.0,-1.1,0,631.0,349.0,172.0,54.0,522.0,82.7,92.0,80.2,70.4,321.0,138.0,38.0,2.0,18.0,16.0,1710.0,76.0,7613.0,1.3,1.1,335.0,69.0,10.0,486.0,95.0,11.0,25.0,841.0,418.0,51.0,42.0,93.0,618.0,22.0,57.9,12.0,31.6,841.0,14.0,9.0,0.0,4,26.0,13.0,41.0,35.0,45.0,14.0,21,Barcelona
Ferrán Torres,es ESP,FW,23.0,13.5,7,38,15,39.5,2.82,1.11,0.18,0.47,16.6,2.0,0,0,5.5,5.5,0.15,1.5,1.5,Matches,26.0,-0.7,2,450.0,241.0,127.0,38.0,351.0,78.0,84.2,80.3,81.6,203.0,102.0,31.0,5.0,26.0,22.0,1196.0,44.0,5339.0,1.9,2.7,309.0,56.0,15.0,338.0,42.0,6.0,13.0,583.0,237.0,35.0,30.0,113.0,468.0,10.0,41.7,11.0,45.8,583.0,7.0,6.0,0.0,5,11.0,6.0,9.0,31.3,14.0,5.0,6,Barcelona
Frenkie de Jong,nl NED,MF,26.0,18.2,2,7,4,57.1,0.39,0.22,0.29,0.5,20.4,0.0,0,0,0.7,0.7,0.1,1.3,1.3,Matches,187.0,-2.2,0,1674.0,905.0,608.0,104.0,1542.0,92.1,96.4,91.8,76.9,872.0,558.0,80.0,7.0,21.0,34.0,7114.0,168.0,23581.0,4.9,2.2,355.0,18.0,3.0,1207.0,359.0,69.0,17.0,1840.0,1139.0,14.0,69.0,38.0,1467.0,13.0,54.2,8.0,33.3,1840.0,18.0,28.0,1.0,14,11.0,10.0,43.0,42.1,57.0,8.0,26,Barcelona
